Theme,Source,Content
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"Working after you complete your study program
After you complete your study program, there are 2 ways you may be able to work full-time:"
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"you already applied for a work permit before your study permit expired or
you're starting a new study program
You need to meet all the requirements listed below to work full-time. If we refuse your work or study permit application, you must stop working and leave Canada."
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"You were already able to work off campus during your studies
You applied for a work permit or post-graduation work permit before your study permit expired
You're waiting for a decision on your work permit application
New rules about where to apply for a PGWP
If you’re starting a new study program
You can work full-time if you meet all of these requirements:"
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html ****,"You were already able to work off campus during your previous studies
You have a valid study permit or you applied to extend your study permit before it expired
You received written confirmation from your current school that you completed your program
You received a letter of acceptance to a new full-time study program at a DLI
You’ll start your new program within 150 calendar days of receiving the confirmation that you completed your previous program
Working outside Canada
You can work remotely for an employer outside Canada as long as you still meet the conditions of your study permit. This type of work doesn’t count towards your 24 hours per week off-campus work limit."
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html ****,"Eligibility
Some study programs include work experience as part of their curriculum. You can apply for a co-op or intern work permit if you meet all of the following conditions:"
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html ****,"You have a valid study permit.
You are required to work in order to complete your study program in Canada.
You have a letter from your school that confirms all students in your program need to complete work placements to get their degree.
Your co-op placement or internship totals 50% or less of your study program.
Who's not eligible
You aren’t eligible for a co-op work permit if you’re taking one of the following:"
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html ****,"English or French as a second language (ESL/FSL),
general interest courses, or
courses to prepare for another study program.
If you’re not eligible for a co-op work permit, but you want to work in Canada, you need to apply for a work permit."
WorkBC Employment Services,*** Source: https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html#gc-document-nav ****,"on the date you get the first notification from your school (such as an email, letter, transcript, etc.) that you completed your program or
when you get your degree, diploma or certificate.
If you can’t prove the date you were first notified by your school, we’ll use the earliest issue date on the document. We may confirm this date with your school."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,"Resources for international students
Last reviewed: March 12, 2024 
Topics on this page 
Through your school
Post-secondary students
Elementary and high school students
Learning English
Continuing education
Resources available through your school
Many post-secondary institutions have international student centres or student advisory offices. Your school may be able to help if you are experiencing challenges related to:
finding suitable accommodation
financial aid
learning about your ability to work on/off campus
building connections with other students & making friends
BC Settlement and Integration Services (BCSIS) Program
If services are not available through your own school, a local settlement service provider may be able to assist you. To learn more about what services may be available to you, contact your local BCSIS service provider."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,"Resources for post-secondary students
Education in British Columbia
EducationPlannerBC
Canadian Information Centre for International Credentials
LearnLiveBC
Employment Standards & Workplace Safety
Work as a student
Help your spouse or common-law partner work in Canada
Extending your study permit
Post-graduation work permits (PGWP)
BC Provincial Nominee Program (BC PNP)
IRCC’s Express Entry
An Educational Credential Assessment (ECA) is an independent assessment of your foreign degree, diploma, certificate, or other credential. Visit the IRCC website for ECA requirements and designated agencies."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,"Resources for elementary and high school students
International students of all ages choose to study in British Columbia for many reasons, including top quality, wide-ranging education opportunities at all levels. For more information about studying in B.C., including homestays, visit the BC Government or the B.C. For High School websites."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/study-in-b-c/resources-for-international-students#School ****,"Resources for learning English
Good English language skills will help you in your school studies, work, and daily activities in B.C. For more information on learning English, visit the Start Your Life section."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Settlement services are most often provided by local community organizations, such as multicultural societies, neighbourhood houses or libraries. Settlement workers at these organizations can often support you in your first language (i.e. your “mother tongue”), in addition to providing services in English and/or French."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Pre-arrival services can help you to:
prepare for your move to Canada
get your education, work experience and credentials recognized in Canada
connect with employers to find a job
connect with free services after you arrive in Canada
Learn more about pre-arrival services from Immigration, Refugees, and Citizenship Canada (IRCC)."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,Get help when you arrive at the airport in B.C. from the Community Airport Newcomers Network (CAAN).
Work Permits for International Students,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,Find your local WorkBC Centre and learn about the employment services they offer.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"Eligible clients include:
Temporary workers with a valid work permit
International post-secondary students (if services are not offered at their educational institution)
Provincial Nominees awaiting a decision on their application for permanent residence
Naturalized Canadian citizens
Displaced Ukrainians and their immediate family members with valid CUAET visas 
Some refugee claimants (More support is available through the BC SAF HAVN program)
The types of services vary by organization, but often include:
One-on-one information and referral
Workshops and support groups
Peer support and mentoring
Find a settlement service agency near you that supports temporary residents and naturalized Canadian citizens."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,"The Migrant Worker Hub includes many links and important information that may be helpful for temporary workers in B.C, and includes a map of services available across the province."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/start-your-life-in-b-c/settlement-services ****,Visit the Working in B.C. page for more information on the rights of workers in B.C.
Work Permits for International Students,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"About education in British Columbia
British Columbia is one of the world's most popular destinations for international students because of our world-renowned education and transfer system."
Work Permits for International Students,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Post-secondary international students can transfer between programs of study and institutions without applying for changes to their study permits. For more information about transferring between institutions in British Columbia, visit the British Columbia Council on Admissions and Transfer (BCCAT) website."
Work Permits for International Students,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,Many schools provide support services for students whose first language is not English. There are both short- and long-term program options.
Work Permits for International Students,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Post-secondary institutions
B.C. is the first province in Canada to provide students with a globally recognized seal of quality for post-secondary education - the Education Quality Assurance (EQA) designation."
Work Permits for International Students,*** Source: https://learnlivebc.ca/learn/about-education-in-british-columbia ****,"Spela på ett casinon med hög utdelning för maximala vinster. Många spelare väljer casino med bäst utdelning för bättre odds.
Distance and online learning
You may also choose to earn your B.C. qualification without leaving home through online distance and supported open learning (this is also called distributed learning). This is a great option if you can't afford to take time out of work for full-time study."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"What you need to work in B.C.
In addition to your Social Insurance Number and work permit (if required), here are some other items that you may need to get a job in B.C.:
A résume
Work references
Education and professional credentials (translated into English if the originals are in another language)
Professional certification from a B.C. regulatory authority
Some items can only be completed once you are in B.C., but many can be prepared before you arrive. The more you have done before you arrive, the more likely you are to get a job in your field."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Where to look for a job
The WorkBC website is operated by the government of B.C. You can use it to search for jobs and learn about different careers. You can also learn about B.C.’s economy, industries, and job market. You can get information about employment services and job training programs available to you. You can find employment services information in English and French. 
WorkBC.ca
The majority of employers do not advertise their job vacancies. Growing your network can help you find job opportunities and connect with employers in the “hidden” job market. Your current social circle is a good place to start, but you can find other ways to grow your network on the WorkBC website."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"How to apply for a job
Applications
Most companies expect you to complete an application. You will need to give your address, phone number, work history, and references (contact information of people you worked for). Make sure you have all the information you need before you fill in an application form. Some companies will take your application in person. Others will only accept applications online."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"The WorkBC website has information about job applications. You can learn about writing a resumé, getting ready for an interview, networking (getting to know people who can help you find work), and using social media to find jobs."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Resumés
Many companies ask for a resumé and cover letter when you apply for a job. A resumé describes your work experience and education. It says when you had a job and what you did. A cover letter is a short letter to the employer. You should write why you want the job and why you will be good at it. The cover letter is very important. It lets the employer know you better. It also shows how well you communicate. Find out how the company would like to receive your resumé and cover letter – by email, through a website, or printed on paper.
Go to WorkBC’s website to learn how to write your resumé and cover letter.
WorkBC Centres also offer free workshops. Visit the website to find a centre near you. 
The job search section of Canada’s Job Bank has information about writing a resumé.
References
Before you start looking for a job, find some references. References are people who know you and can recommend you for a job. Employers may contact your references to ask about your qualifications. You will need to give their names and contact information (phone number and email address) when you apply for a job. Ask former employers and landlords if they can be your reference."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"If you are new to Canada, you may not have any references here. Volunteering can help you get local work experience and meet people who will be a reference for you.  A WorkBC Centre may be able to help you find volunteer experience."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Criminal record checks
Some employers may ask for a criminal record check. A criminal record check is an official report from the police. It shows if you have been convicted (found guilty) of a criminal act (breaking the law). If you have a criminal record, you can still find work. However, some employers will not hire people with criminal records – for example, schools and child care companies."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"The employer will ask questions about your education, skills, and work experience. They might ask things like:
Why do you want to work here?
Why do you think you are the best person for the job?
Tell me about yourself.
Tell me about other jobs you’ve had.
Employers want you to explain your skills. Practise answering questions before the interview. Employers also want you to care about their business. Learn about the company before your interview. At the interview, you can also ask the employer questions. Ask about job duties, wages, work hours, benefits, and vacation time."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Learn more about resumés, cover letters, and job interviews on the WorkBC website."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"Different types of credential assessments
There are different types of credential assessment depending on what the assessment will be used for. Two common reasons that newcomers are asked to complete a credential assessment are:
Immigration - most individuals immigrating to Canada for work (economic immigration) need to have an educational credential assessment (ECA). An ECA is used to verify that a foreign degree, diploma, or certificate (or other proof of your credential) is valid and equal to a Canadian one.
Professional certification – credential assessments for professional certification often look at more than education. It may also be necessary to provide information about work experience, licenses or other official certifications from outside of Canada. In addition, it may be necessary to pass some tests related to the job.
It is very important to understand what type of assessment it is. A credential assessment that was completed for immigration purposes usually cannot be used for professional certification."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,Visit the getting certified to work in B.C. page to learn more about credential assessment.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,WorkBC has information about employment and upgrading programs.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,You can also connect with your local WorkBC Centre to get help with your job search. WorkBC Centre staff help people find and apply for jobs. They have free resources you can use to find work.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/finding-work-in-b-c ****,"WorkBC Centres provide:
planning, support, and workshops to help you find a job
training to build your skills
work experience
services for people who want to work for themselves
help searching for jobs, preparing a resumé, contacting employers, and getting ready for a job interview
assistive technology and other supports for people with disabilities
financial support to participate in services and to start a job, including child care, transportation, essential work clothes and tools, and language interpretation
Learn English
English language skills will help you work in your profession, take care of daily activities and find success in B.C. The Daily Life page has information about where you can take English language classes."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"To work in a regulated job, you need to be certified by the appropriate regulatory authority. Before certifying you for the job, the regulatory authority will assess your skills and experience. If you were educated or trained in a different country, this process is called International Credential Recognition (ICR) or Foreign Credential Recognition (FCR). The regulatory authority is checking to make sure your qualifications meet the minimum requirements for that job."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"International credential recognition is separate from the education credential assessment (ECA) you may have completed as part of the immigration process with Immigration, Refugees and Citizenship Canada (IRCC). Some people who were educated outside of Canada may need to complete more training before they can be certified and work in regulated jobs in Canada."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"To work in a non-regulated job, only the employer needs to review your qualifications. They may check your education, and credentials, and your work experience."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"You should start your application as soon as you can. Some regulatory authorities will allow you to apply before you come to Canada.
Visit the regulatory authority’s website and carefully read about the application process and costs
Contact the regulatory authority by phone or email. Ask any questions you have about document requirements
Prepare your documents for the application. Talk to the regulatory authority before having your documents translated or assessed. The authority may have rules about where to go for this service
Ask if you need to take an exam or provide a reference from your previous employer
Prepare the money to pay the application costs. If you don’t have the money, you may be able to get a low-interest loan to help you pay the fees. There are programs that provide financial help:
The Career Paths for Skilled Immigrants program
Foreign Credential Recognition (FCR) Loan Project
Global Talent Loans
Waiting for results
It may take several months for your application to be assessed. During this time, the regulatory authority may:
Contact your references and past employers to check your experience
Test your job-related skills
Interview you
Ask for more documents or information
You must receive your certification before you can be hired and begin working in a regulated job in B.C."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"Additional Training
You may need to take more training to work in a certified job in B.C. This is called ‘upgrading’ or ‘bridge training’. Ask a regulatory authority or an employer what kind of upgrading or bridge training you may need."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"A related career is a similar job to the one you trained for. It may not be the exact job. For example, you might work:
In a job that requires qualifications closer to those you already have
With similar skills in a different industry
In a different role in the same industry
Finding work in a related job could be a good option if you:
Have applied for certification and need work while waiting for approval
Are upgrading your training before applying for certification
Want to get valuable work experience 
WorkBC’s Career Profiles have information on possible related careers."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/getting-certified-to-work-in-b-c ****,"In B.C., labour mobility is also protected through the Labour Mobility Act. The Act ensures that workers can fully benefit from the labour mobility provisions in the Canadian Free Trade Agreement."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"If you would like to come and work in B.C., visit the Immigration, Refugees and Citizenship Canada (IRCC) website to find out about the options available to you. An online tool is available on the IRCC website that can help you to determine if you are eligible to come to Canada as an immigrant, temporary resident or visitor."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Immigration, Refugees and Citizenship Canada: Come to Canada tool
Topics on this page
Temporary foreign workers (TFWs)
Extending your work permit
Becoming a permanent resident
Temporary foreign workers (TFWs)
If you would like to work in B.C. temporarily, there are several steps you’ll need to take. If you are not a Canadian citizen or permanent resident, then you will usually need both a valid work permit and a Social Insurance Number (SIN) in order to work in British Columbia. While in B.C., you have many of the same rights as British Columbians."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"How do I get a work permit?
If you want to come to B.C. temporarily to work, you will likely need to get a work permit.
Find out if you need a work permit
In some situations you can get a work permit even if you do not have a job offer. These work permits are called open work permits.
Find out more about open work permits
If you can’t get an open work permit, you will need a job offer from an employer. In most cases, before hiring a foreign worker an employer must receive a positive Labour Market Impact Assessment (LMIA) showing that there are no Canadian citizens or permanent residents available to fill the job. A positive LMIA is sometimes called a confirmation letter."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Once an employer has a positive LMIA, they can hire you as temporary foreign worker and you can apply for a work permit. There is a fee to apply for an LMIA. The employer is responsible for applying for an LMIA and paying the application fee.
Find out if you need a Labour Market Impact Assessment
Do I need a visitor visa?
In addition to a work permit, you may need a visitor visa in order to enter Canada.
Find out if you need a visitor visa
If you are working temporarily in B.C., your spouse or common-law partner and your dependents may be able to come with you. They may also be eligible to apply for a study or work permit.
Information on spousal work permits
What are my rights as a worker in B.C.?
While living and working in B.C. as a temporary foreign resident, you have many of the same rights as British Columbians.
Find out more about your rights as a temporary foreign worker
Social Insurance Number
You will need a Social Insurance Number (SIN) to work in Canada. You also need a SIN to use government programs and benefits. Learn how to apply for your SIN and what documents you will need to apply."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Extending your work permit
If you have a work permit that’s about to expire, you need to apply to Immigration, Refugees and Citizenship Canada (IRCC) to extend your work permit, or make changes to the conditions on it."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,You need to apply at least 30 days before your current work permit expires.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,You can’t extend your work permit beyond the expiry date of your passport.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Employer-specific work permits
You need to apply to extend or change the conditions of your work permit if:
your job is extended
there are changes to your current job, such as:
a change in your pay
new responsibilities
you’re offered a different job
you want to work for a new employer
You can’t start working at a different job or for a new employer until you get your work permit with the new conditions."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Open work permits
If you have an open work permit, you may be able to extend it if you’re still eligible to work in Canada with an open work permit."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"BC Provincial Nominee Program
The BC Provincial Nominee Program offers a pathway to permanent residence for skilled and semi-skilled workers, international graduates, and their family members who intend to settle in B.C."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/coming-to-b-c-for-work ****,"Express Entry - IRCC
The federal Express Entry system manages applications for permanent residence under the following programs:
Federal Skilled Worker
Federal Skilled Trades
Canadian Experience Class
Provincial Nominees
You need to meet the eligibility criteria for at least one of these programs in order to apply through Express Entry."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Know your rights as a worker in B.C.
While living and working in B.C. as a temporary resident, you have many of the same rights as British Columbians."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you are in B.C. under the federal Temporary Foreign Worker Program, there are rules that your employer needs to follow. If your employer is not following the terms of your employment agreement or if you suspect that your employer is abusing or misusing the Temporary Foreign Worker Program, you can contact Employment and Social Development Canada. They have a confidential tip line, 1-866-602-9448, and an Online Fraud Reporting Tool."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you have questions or concerns but don’t know who to contact, call the WorkBC Contact Centre at 1-877-952-6914. Staff will listen to your situation and give you the contact details for the right organization."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you feel that you are being abused or you are at risk of being abused in relation to your job in Canada, you can report the issue to an appropriate enforcement agency, such as the police, WorkSafeBC, or the Employment Standards Branch, listed below."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,You may also be eligible for an open work permit for vulnerable foreign workers who are victims of abuse. This work permit helps protect your rights as a worker by helping you leave an abusive situation to find a new job. More information can be found on IRCC’s website.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Discrimination and harassment
The B.C. Human Rights Code is a law that protects workers from unfair treatment. Employers cannot refuse to hire people for reasons that are not related to the work. This includes skin colour, race, marital status, family background, religion, sex, sexual orientation, age, or a disability."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"All people have the right to feel safe at work. If an employer or colleague makes unwelcome sexual advances (for example, always asking you for a date, telling unwelcome jokes, or touching you), this is called sexual harassment. It is also harassment if people criticize or joke about your home country, ethnicity, or religion. The Human Rights Code protects you against these behaviours."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Your employer is required to provide a harassment-free workplace. If someone is harassing or bullying you, you can report it. Write down what happened. If anyone witnessed (saw) the other person harassing you, ask them to write what they saw. If you belong to a union, talk to them. You can also tell the person’s boss or your boss. Although these things may not be part of the Human Rights Code, you may be protected by WorkSafeBC."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"The actions people think of as harassment can be different, depending on their country or culture. Talk with your union representative, or a settlement worker. They will help you understand if the behaviour is harassment. You can also contact your settlement agency."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Permanent residents, including refugees
Temporary residents, including refugee claimants, temporary foreign workers, and post-secondary international students
Back"
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Employment standards
The Employment Standards Act is a law to protect workers in British Columbia. The Employment Standards Act applies to full-time, part-time, and casual workers. Employers must follow this law. For example, the law says employers must allow workers to take a 30-minute unpaid meal break within 5 hours of starting work. The law also says that if you quit your job, your employer must pay you within 6 days for all the hours you worked."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Other laws protect workers’ rights for other things, such as overtime pay (higher pay for extra work) and leave (time off work with pay). If your employer is not obeying these laws, talk to them about the problem. If the problem is not resolved, contact your union or the Employment Standards Branch. Toll-free: 1 833 236-3700"
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Some workers are not protected by the Employment Standards Act. This includes workers in self-regulated professions – for example, doctors, lawyers, and accountants. It also includes people who have their own business. Workers can be hired as a company employee or as an independent contractor. Independent contractors are self-employed – they work for themselves."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Sometimes, it is not clear if the worker is a company employee or an independent contractor (self-employed). This relationship affects the employee’s rights. The company and the worker may disagree about this relationship. If this happens to you, contact the Employment Standards Branch."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Hours of work and overtime
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"The usual working time in British Columbia is 8 hours a day and 40 hours a week. If an employer asks you to work more than 8 hours in a day, or more than 40 hours in a week, they must pay you a higher rate. This is called overtime pay. Overtime pay is one-and-a-half times (1.5 times) your regular hourly pay. For example, if your regular wage is $16 per hour, your overtime wage will be $24 per hour."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Part-time or casual workers should get overtime pay if they work more than 8 hours in a day. The employer cannot pay you for less than 2 hours of work, even if the working time is less than 2 hours. If an employer asks you to come in to work and you report for work, they must pay you for at least 2 hours."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Some jobs do not have to follow the rules for hours of work and overtime. Contact the Employment Standards Branch if you have questions about the rules for your job.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Time off
After you have worked for 5 hours, your employer has to give you a 30-minute break. The employer does not have to pay you for the time of your break. If your employer asks you to be ready to work during your break, or if they ask you to return to work before the 30 minutes are over, they must pay you for the time."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"You may work a split shift. This is a shift with a long unpaid break in the middle. For example, many restaurant employees work 4 hours in the morning and 4 hours in the evening. The time between starting your first shift and finishing your last shift must be less than 12 hours. If you work a split shift, the employer must pay you for at least 2 hours of work for the whole day, not for each part of your shift."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"In every work week, you should have 1 break that lasts at least 32 hours. This means that if your employer asks you to work 7 days in a row during a week, you must receive one-and-a-half times your hourly pay for the hours you work on your shortest day."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"The law says employers must make sure workplaces are safe and healthy. They must make sure you have the safety equipment you need. They must give you training and information to stay safe. You must follow the employer’s safety instructions. If you see something unsafe, you must tell the employer right away."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"WorkSafeBC helps prevent injuries at work. They train employees and workers. They also help people who get hurt at work. People with a work-related illness or injury may not be able to work. If this happens to you, WorkSafeBC may give you compensation (money for lost wages) and cover medical care costs. Employers pay for WorkSafeBC coverage."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Read information from WorkSafeBC on workplace safety.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,You have the right to refuse to do unsafe work.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"If you are injured on the job, you have the right to be compensated for damages such as lost income. Visit WorkSafe BC to learn about Workers’ Compensation."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Bullying and harassment in the workplace are prohibited. Read about preventing bullying.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"When you work in B.C., you have the right to a safe work environment. This right is protected by the B.C. Workers Compensation Act."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Workplace information
For more information on the sections below, see the Employment Standards Branch website."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Your contract
Your contract is the agreement between you and your employer. It should state terms such as the rate of pay, hours of work, and overtime. Always keep a copy of your contract. It will help if there is a dispute between you and your employer. The contract cannot conflict with any laws that apply."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Getting paid
Most workers get paid every 2 weeks or twice a month. Your employer may pay you with a cheque. Some employers may pay you by direct deposit (putting money straight into your bank account). You must agree in writing to receive a direct deposit. Your employer must pay you within 8 days after the end of each pay period."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"They must give you a pay stub (record) with every cheque. The pay stub should show how many hours you worked, your pay rate, and overtime hours. It will also show the total amount of pay you earned, deductions (taxes and fees), and your net pay (the money you receive after all the deductions are made)."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,Income tax: The Canadian government collects taxes from workers to pay for public services.
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Canada Pension Plan: The Canada Pension Plan (CPP) is a Canadian government program. The pension replaces part of your income when you retire and stop working. If you qualify, you will receive monthly payments for the rest of your life. If you have an employer, they will deduct half of your CPP contribution from every paycheque. The employer will pay the other half of your contribution. If you are self-employed, you pay the whole contribution. The government also gives money to the program. You are eligible to receive CPP payments after you retire (permanently stop working). The amount you get will depend on how much you worked. If a CPP contributor dies, their husband or wife may be eligible to get their CPP payments. These are called survivor benefits."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"Employment Insurance (EI): Employment Insurance is a Canadian government program. It helps workers who lose their jobs. EI payments (premiums) are deducted from your monthly paycheque. Employers also pay. If you lose your job and you have paid into EI, you may qualify for EI benefits (payments). See the Losing Your Job section below for more information."
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,pay advances (wages paid before you worked)
Work Permits for International Students,*** Source: https://www.welcomebc.ca/work-in-b-c/working-in-b-c ****,"things you bought from the employer (for example, if you work at a tire store and buy tires on credit)"
