question,answer
Who owns Renegade Studios Main Street?,Renegade Studios Main Street is owned by Privately Owned.
How big is Renegade Studios Main Street in square feet?,Renegade Studios Main Street has approximately 25000 square feet of space.
Where can I find more information about Renegade Studios Main Street?,You can learn more at: www.renegadeproductions.net
Is Renegade Studios Main Street currently active?,"Yes, Renegade Studios Main Street is currently active."
Where is Renfrew Park Community Centre located?,"Renfrew Park Community Centre is located at 2929 E 22nd Av, Vancouver, BC, V5M 2Y3."
In which local area is Renfrew Park Community Centre located?,Renfrew Park Community Centre is in the Renfrew-Collingwood neighborhood.
What type of cultural space is Renfrew Park Community Centre?,Renfrew Park Community Centre is categorized as a Community Space.
What is the primary use of Renfrew Park Community Centre?,The primary use of Renfrew Park Community Centre is Community Centre/Hall.
Who owns Renfrew Park Community Centre?,Renfrew Park Community Centre is owned by Vancouver Park Board/COV.
Where can I find more information about Renfrew Park Community Centre?,You can learn more at: http://www.renfrewcc.com/
Is Renfrew Park Community Centre currently active?,"Yes, Renfrew Park Community Centre is currently active."
Where is Roedde House located?,"Roedde House is located at 1415 Barclay St, Vancouver, BC, V6G 1J6."
In which local area is Roedde House located?,Roedde House is in the West End neighborhood.
What type of cultural space is Roedde House?,Roedde House is categorized as a Museum/Gallery.
What is the primary use of Roedde House?,The primary use of Roedde House is Museum/Gallery.
Who owns Roedde House?,Roedde House is owned by City of Vancouver.
How big is Roedde House in square feet?,Roedde House has approximately 3000 square feet of space.
How many seats are available at Roedde House?,Roedde House has 35 seats.
Where can I find more information about Roedde House?,You can learn more at: www.roeddehouse.org
Is Roedde House currently active?,"Yes, Roedde House is currently active."
Where is Russian Community Centre Of Vancouver located?,"Russian Community Centre Of Vancouver is located at 2114 W 4th Av, Vancouver, BC, V6K 1N6."
In which local area is Russian Community Centre Of Vancouver located?,Russian Community Centre Of Vancouver is in the Kitsilano neighborhood.
What type of cultural space is Russian Community Centre Of Vancouver?,Russian Community Centre Of Vancouver is categorized as a Community Space.
What is the primary use of Russian Community Centre Of Vancouver?,The primary use of Russian Community Centre Of Vancouver is Community Centre/Hall.
Who owns Russian Community Centre Of Vancouver?,Russian Community Centre Of Vancouver is owned by Privately Owned.
Where can I find more information about Russian Community Centre Of Vancouver?,You can learn more at: www.russiancentrevancouver.org
Is Russian Community Centre Of Vancouver currently active?,"Yes, Russian Community Centre Of Vancouver is currently active."
Where is Russian Hall located?,"Russian Hall is located at 600 Campbell Av, Vancouver, BC, V6A 3K1."
In which local area is Russian Hall located?,Russian Hall is in the Strathcona neighborhood.
What type of cultural space is Russian Hall?,Russian Hall is categorized as a Community Space.
What is the primary use of Russian Hall?,The primary use of Russian Hall is Community Centre/Hall.
Who owns Russian Hall?,Russian Hall is owned by Non-Profit.
How big is Russian Hall in square feet?,Russian Hall has approximately 6300 square feet of space.
Is Russian Hall currently active?,"Yes, Russian Hall is currently active."
Where is Satellite Gallery located?,"Satellite Gallery is located at 560 Seymour St, Vancouver, BC, V6B 3J5."
In which local area is Satellite Gallery located?,Satellite Gallery is in the Downtown neighborhood.
What type of cultural space is Satellite Gallery?,Satellite Gallery is categorized as a Museum/Gallery.
What is the primary use of Satellite Gallery?,The primary use of Satellite Gallery is Museum/Gallery.
Who owns Satellite Gallery?,Satellite Gallery is owned by Privately Owned.
How big is Satellite Gallery in square feet?,Satellite Gallery has approximately 3500 square feet of space.
Where can I find more information about Satellite Gallery?,You can learn more at: www.satellitegallery.ca
Is Satellite Gallery currently active?,"Yes, Satellite Gallery is currently active."
Where is Science World At Telus World Of Science located?,"Science World At Telus World Of Science is located at 1455 Quebec St, Vancouver, BC, V6A 3Z7."
In which local area is Science World At Telus World Of Science located?,Science World At Telus World Of Science is in the Downtown neighborhood.
What type of cultural space is Science World At Telus World Of Science?,Science World At Telus World Of Science is categorized as a Museum/Gallery.
What is the primary use of Science World At Telus World Of Science?,The primary use of Science World At Telus World Of Science is Garden/Aquarium/Science Centre.
Who owns Science World At Telus World Of Science?,Science World At Telus World Of Science is owned by Government.
How big is Science World At Telus World Of Science in square feet?,Science World At Telus World Of Science has approximately 170000 square feet of space.
How many seats are available at Science World At Telus World Of Science?,Science World At Telus World Of Science has 600 seats.
Where can I find more information about Science World At Telus World Of Science?,You can learn more at: www.scienceworld.ca?
Is Science World At Telus World Of Science currently active?,"Yes, Science World At Telus World Of Science is currently active."
Where is Slocan Park Field House located?,"Slocan Park Field House is located at 2750 E 29th Av, Vancouver, BC, V5R 1V6."
In which local area is Slocan Park Field House located?,Slocan Park Field House is in the Renfrew-Collingwood neighborhood.
What type of cultural space is Slocan Park Field House?,Slocan Park Field House is categorized as a Studio/Rehearsal.
What is the primary use of Slocan Park Field House?,The primary use of Slocan Park Field House is Artist Studio.
Who owns Slocan Park Field House?,Slocan Park Field House is owned by Vancouver Park Board/COV.
How big is Slocan Park Field House in square feet?,Slocan Park Field House has approximately 2077 square feet of space.
Where can I find more information about Slocan Park Field House?,You can learn more at: http://vancouver.ca/parks-recreation-culture/slocan-park-fieldhouse.aspx
Is Slocan Park Field House currently active?,"Yes, Slocan Park Field House is currently active."
Where is Spirit Wrestler Gallery located?,"Spirit Wrestler Gallery is located at 47 Water St, Vancouver, BC, V6B 1A1."
In which local area is Spirit Wrestler Gallery located?,Spirit Wrestler Gallery is in the Downtown neighborhood.
What type of cultural space is Spirit Wrestler Gallery?,Spirit Wrestler Gallery is categorized as a Museum/Gallery.
What is the primary use of Spirit Wrestler Gallery?,The primary use of Spirit Wrestler Gallery is Museum/Gallery.
Who owns Spirit Wrestler Gallery?,Spirit Wrestler Gallery is owned by Privately Owned.
Where can I find more information about Spirit Wrestler Gallery?,You can learn more at: www.spiritwrestler.com
Is Spirit Wrestler Gallery currently active?,"Yes, Spirit Wrestler Gallery is currently active."
Where is St James Community Square located?,"St James Community Square is located at 3214 W 10th Av, Vancouver, BC, V6K 2L2."
In which local area is St James Community Square located?,St James Community Square is in the Kitsilano neighborhood.
What type of cultural space is St James Community Square?,St James Community Square is categorized as a Theatre/Performance.
What is the primary use of St James Community Square?,The primary use of St James Community Square is Performance Space.
Who owns St James Community Square?,St James Community Square is owned by Privately Owned.
How big is St James Community Square in square feet?,St James Community Square has approximately 4000 square feet of space.
Where can I find more information about St James Community Square?,You can learn more at: www.sjcommunitysquare.org
Is St James Community Square currently active?,"Yes, St James Community Square is currently active."
Where is Sunset Community Centre located?,"Sunset Community Centre is located at 6810 Main St, Vancouver, BC, V5X 0A1."
In which local area is Sunset Community Centre located?,Sunset Community Centre is in the Sunset neighborhood.
What type of cultural space is Sunset Community Centre?,Sunset Community Centre is categorized as a Community Space.
What is the primary use of Sunset Community Centre?,The primary use of Sunset Community Centre is Community Centre/Hall.
Who owns Sunset Community Centre?,Sunset Community Centre is owned by Vancouver Park Board/COV.
Where can I find more information about Sunset Community Centre?,You can learn more at: http://www.mysunset.net/
Is Sunset Community Centre currently active?,"Yes, Sunset Community Centre is currently active."
Where is Teck Gallery located?,"Teck Gallery is located at 515 W Hastings St, Vancouver, BC, V6B 0B2."
In which local area is Teck Gallery located?,Teck Gallery is in the Downtown neighborhood.
What type of cultural space is Teck Gallery?,Teck Gallery is categorized as a Museum/Gallery.
What is the primary use of Teck Gallery?,The primary use of Teck Gallery is Museum/Gallery.
Who owns Teck Gallery?,Teck Gallery is owned by Privately Owned.
How big is Teck Gallery in square feet?,Teck Gallery has approximately 625 square feet of space.
Where can I find more information about Teck Gallery?,You can learn more at: https://www.sfu.ca/galleries/teck-gallery.html
Is Teck Gallery currently active?,"Yes, Teck Gallery is currently active."
Where is The Apartment located?,"The Apartment is located at 119B E Pender St, Vancouver, BC, V6A 1T6."
In which local area is The Apartment located?,The Apartment is in the Downtown neighborhood.
What type of cultural space is The Apartment?,The Apartment is categorized as a Museum/Gallery.
What is the primary use of The Apartment?,The primary use of The Apartment is Museum/Gallery.
Who owns The Apartment?,The Apartment is owned by Privately Owned.
Where can I find more information about The Apartment?,You can learn more at: http://theapt.ca/filter/Exhibition
Is The Apartment currently active?,"Yes, The Apartment is currently active."
Where is The ARC located?,"The ARC is located at 1701 Powell St, Vancouver, BC, V5L 5C9."
In which local area is The ARC located?,The ARC is in the Grandview-Woodland neighborhood.
What type of cultural space is The ARC?,The ARC is categorized as a Studio/Rehearsal.
What is the primary use of The ARC?,The primary use of The ARC is Artist Studio.
Who owns The ARC?,The ARC is owned by Privately Owned.
Is The ARC currently active?,"Yes, The ARC is currently active."
Where is The Edge located?,"The Edge is located at 289 Alexander St, Vancouver, BC, V6A 4H6."
In which local area is The Edge located?,The Edge is in the Strathcona neighborhood.
What type of cultural space is The Edge?,The Edge is categorized as a Studio/Rehearsal.
What is the primary use of The Edge?,The primary use of The Edge is Artist Studio with Residence.
Who owns The Edge?,The Edge is owned by Privately Owned.
How big is The Edge in square feet?,The Edge has approximately 690 square feet of space.
Is The Edge currently active?,"Yes, The Edge is currently active."
Where is The Landing Dance Centre located?,"The Landing Dance Centre is located at 270 SW Marine Dr, Vancouver, BC, V5X 2R5."
In which local area is The Landing Dance Centre located?,The Landing Dance Centre is in the Marpole neighborhood.
What type of cultural space is The Landing Dance Centre?,The Landing Dance Centre is categorized as a Educational.
What is the primary use of The Landing Dance Centre?,The primary use of The Landing Dance Centre is Educational Institution.
Who owns The Landing Dance Centre?,The Landing Dance Centre is owned by Privately Owned.
How big is The Landing Dance Centre in square feet?,The Landing Dance Centre has approximately 5470 square feet of space.
Where can I find more information about The Landing Dance Centre?,You can learn more at: www.thelandingdance.com
Is The Landing Dance Centre currently active?,"Yes, The Landing Dance Centre is currently active."
Where is The Post at 750 located?,"The Post at 750 is located at 750 Hamilton St, Vancouver, BC, V6B 2R5."
In which local area is The Post at 750 located?,The Post at 750 is in the Downtown neighborhood.
What type of cultural space is The Post at 750?,The Post at 750 is categorized as a Studio/Rehearsal.
What is the primary use of The Post at 750?,The primary use of The Post at 750 is Rehearsal Studio.
Who owns The Post at 750?,The Post at 750 is owned by City of Vancouver.
How big is The Post at 750 in square feet?,The Post at 750 has approximately 8500 square feet of space.
Where can I find more information about The Post at 750?,You can learn more at: http://thepostat750.ca/
Is The Post at 750 currently active?,"Yes, The Post at 750 is currently active."
Where is The Rhythm Room located?,"The Rhythm Room is located at 8713 Cambie St, Vancouver, BC,."
In which local area is The Rhythm Room located?,The Rhythm Room is in the Marpole neighborhood.
What type of cultural space is The Rhythm Room?,The Rhythm Room is categorized as a Studio/Rehearsal.
What is the primary use of The Rhythm Room?,The primary use of The Rhythm Room is Rehearsal Studio.
Who owns The Rhythm Room?,The Rhythm Room is owned by Privately Owned.
How big is The Rhythm Room in square feet?,The Rhythm Room has approximately 1500 square feet of space.
Where can I find more information about The Rhythm Room?,You can learn more at: www.s2sproductions.com
Is The Rhythm Room currently active?,"Yes, The Rhythm Room is currently active."
Where is Thunderbird Community Centre located?,"Thunderbird Community Centre is located at 2311 Cassiar St, Vancouver, BC, V5M 3X3."
In which local area is Thunderbird Community Centre located?,Thunderbird Community Centre is in the Hastings-Sunrise neighborhood.
What type of cultural space is Thunderbird Community Centre?,Thunderbird Community Centre is categorized as a Community Space.
What is the primary use of Thunderbird Community Centre?,The primary use of Thunderbird Community Centre is Community Centre/Hall.
Who owns Thunderbird Community Centre?,Thunderbird Community Centre is owned by Vancouver Park Board/COV.
Where can I find more information about Thunderbird Community Centre?,You can learn more at: http://vancouver.ca/parks-recreation-culture/thunderbird-community-centre.aspx
Is Thunderbird Community Centre currently active?,"Yes, Thunderbird Community Centre is currently active."
Where is UBC School of Music located?,"UBC School of Music is located at 6361 Memorial Rd, Vancouver, BC, V6T 1Z2."
In which local area is UBC School of Music located?,UBC School of Music is in the UBC neighborhood.
What type of cultural space is UBC School of Music?,UBC School of Music is categorized as a Educational.
What is the primary use of UBC School of Music?,The primary use of UBC School of Music is Educational Institution.
Who owns UBC School of Music?,UBC School of Music is owned by Other.
Where can I find more information about UBC School of Music?,You can learn more at: www.music.ubc.ca
Is UBC School of Music currently active?,"Yes, UBC School of Music is currently active."
Where is Ukrainian Hall located?,"Ukrainian Hall is located at 805 E Pender St, Vancouver, BC, V6A 1V9."
In which local area is Ukrainian Hall located?,Ukrainian Hall is in the Strathcona neighborhood.
What type of cultural space is Ukrainian Hall?,Ukrainian Hall is categorized as a Community Space.
What is the primary use of Ukrainian Hall?,The primary use of Ukrainian Hall is Community Centre/Hall.
Who owns Ukrainian Hall?,Ukrainian Hall is owned by Non-Profit.
How big is Ukrainian Hall in square feet?,Ukrainian Hall has approximately 3000 square feet of space.
How many seats are available at Ukrainian Hall?,Ukrainian Hall has 200 seats.
Where can I find more information about Ukrainian Hall?,You can learn more at: http://www.auucvancouver.ca/
Is Ukrainian Hall currently active?,"Yes, Ukrainian Hall is currently active."
Where is Van Dusen Botanical Garden located?,"Van Dusen Botanical Garden is located at 5251 Oak St, Vancouver, BC, V6M 4H1."
In which local area is Van Dusen Botanical Garden located?,Van Dusen Botanical Garden is in the Shaughnessy neighborhood.
What type of cultural space is Van Dusen Botanical Garden?,Van Dusen Botanical Garden is categorized as a Museum/Gallery.
What is the primary use of Van Dusen Botanical Garden?,The primary use of Van Dusen Botanical Garden is Garden/Aquarium/Science Centre.
Who owns Van Dusen Botanical Garden?,Van Dusen Botanical Garden is owned by City of Vancouver.
How big is Van Dusen Botanical Garden in square feet?,Van Dusen Botanical Garden has approximately 2368060 square feet of space.
Where can I find more information about Van Dusen Botanical Garden?,You can learn more at: http://vandusengarden.org/
Is Van Dusen Botanical Garden currently active?,"Yes, Van Dusen Botanical Garden is currently active."
Where is Vancity Theatre located?,"Vancity Theatre is located at 1181 Seymour St, Vancouver, BC, V6B 3M7."
In which local area is Vancity Theatre located?,Vancity Theatre is in the Downtown neighborhood.
What type of cultural space is Vancity Theatre?,Vancity Theatre is categorized as a Theatre/Performance.
What is the primary use of Vancity Theatre?,The primary use of Vancity Theatre is Cinema.
Who owns Vancity Theatre?,Vancity Theatre is owned by Privately Owned.
How big is Vancity Theatre in square feet?,Vancity Theatre has approximately 650 square feet of space.
How many seats are available at Vancity Theatre?,Vancity Theatre has 170 seats.
Where can I find more information about Vancity Theatre?,You can learn more at: http://www.viff.org/theatre/facility-info
Is Vancity Theatre currently active?,"Yes, Vancity Theatre is currently active."
Where is Vancouver Aquarium located?,"Vancouver Aquarium is located at 845 Avison Way, Vancouver, BC, V6G 3E2."
In which local area is Vancouver Aquarium located?,Vancouver Aquarium is in the Stanley Park neighborhood.
What type of cultural space is Vancouver Aquarium?,Vancouver Aquarium is categorized as a Museum/Gallery.
What is the primary use of Vancouver Aquarium?,The primary use of Vancouver Aquarium is Garden/Aquarium/Science Centre.
Who owns Vancouver Aquarium?,Vancouver Aquarium is owned by City of Vancouver.
How big is Vancouver Aquarium in square feet?,Vancouver Aquarium has approximately 97000 square feet of space.
Where can I find more information about Vancouver Aquarium?,You can learn more at: www.vanaqua.org?
Is Vancouver Aquarium currently active?,"Yes, Vancouver Aquarium is currently active."
Where is Vancouver Co-Operative Radio located?,"Vancouver Co-Operative Radio is located at 360 Columbia St, Vancouver, BC, V6A 4J1."
In which local area is Vancouver Co-Operative Radio located?,Vancouver Co-Operative Radio is in the Downtown neighborhood.
What type of cultural space is Vancouver Co-Operative Radio?,Vancouver Co-Operative Radio is categorized as a Studio/Rehearsal.
What is the primary use of Vancouver Co-Operative Radio?,The primary use of Vancouver Co-Operative Radio is Film/Recording Studio.
Who owns Vancouver Co-Operative Radio?,Vancouver Co-Operative Radio is owned by Non-Profit.
Where can I find more information about Vancouver Co-Operative Radio?,You can learn more at: www.coopradio.org?
Is Vancouver Co-Operative Radio currently active?,"Yes, Vancouver Co-Operative Radio is currently active."
Where is Vancouver East Cultural Centre - Vancity Culture Lab located?,"Vancouver East Cultural Centre - Vancity Culture Lab is located at 1895 Venables St, Vancouver, BC, V5L 2H6."
In which local area is Vancouver East Cultural Centre - Vancity Culture Lab located?,Vancouver East Cultural Centre - Vancity Culture Lab is in the Grandview-Woodland neighborhood.
What type of cultural space is Vancouver East Cultural Centre - Vancity Culture Lab?,Vancouver East Cultural Centre - Vancity Culture Lab is categorized as a Theatre/Performance.
What is the primary use of Vancouver East Cultural Centre - Vancity Culture Lab?,The primary use of Vancouver East Cultural Centre - Vancity Culture Lab is Theatre.
Who owns Vancouver East Cultural Centre - Vancity Culture Lab?,Vancouver East Cultural Centre - Vancity Culture Lab is owned by City of Vancouver.
How big is Vancouver East Cultural Centre - Vancity Culture Lab in square feet?,Vancouver East Cultural Centre - Vancity Culture Lab has approximately 2500 square feet of space.
How many seats are available at Vancouver East Cultural Centre - Vancity Culture Lab?,Vancouver East Cultural Centre - Vancity Culture Lab has 86 seats.
Where can I find more information about Vancouver East Cultural Centre - Vancity Culture Lab?,You can learn more at: www.thecultch.com?
Is Vancouver East Cultural Centre - Vancity Culture Lab currently active?,"Yes, Vancouver East Cultural Centre - Vancity Culture Lab is currently active."
Where is Vancouver Japanese Language School and Japanese Hall located?,"Vancouver Japanese Language School and Japanese Hall is located at 475 Alexander St, Vancouver, BC, V6A 1C6."
In which local area is Vancouver Japanese Language School and Japanese Hall located?,Vancouver Japanese Language School and Japanese Hall is in the Strathcona neighborhood.
What type of cultural space is Vancouver Japanese Language School and Japanese Hall?,Vancouver Japanese Language School and Japanese Hall is categorized as a Community Space.
What is the primary use of Vancouver Japanese Language School and Japanese Hall?,The primary use of Vancouver Japanese Language School and Japanese Hall is Community Centre/Hall.
Who owns Vancouver Japanese Language School and Japanese Hall?,Vancouver Japanese Language School and Japanese Hall is owned by Non-Profit.
How big is Vancouver Japanese Language School and Japanese Hall in square feet?,Vancouver Japanese Language School and Japanese Hall has approximately 36000 square feet of space.
Where can I find more information about Vancouver Japanese Language School and Japanese Hall?,You can learn more at: http://www.vjls-jh.com
Is Vancouver Japanese Language School and Japanese Hall currently active?,"Yes, Vancouver Japanese Language School and Japanese Hall is currently active."
Where is Vancouver Police Museum located?,"Vancouver Police Museum is located at 240 E Cordova St, Vancouver, BC, V6A 1L3."
In which local area is Vancouver Police Museum located?,Vancouver Police Museum is in the Strathcona neighborhood.
What type of cultural space is Vancouver Police Museum?,Vancouver Police Museum is categorized as a Museum/Gallery.
What is the primary use of Vancouver Police Museum?,The primary use of Vancouver Police Museum is Museum/Gallery.
Who owns Vancouver Police Museum?,Vancouver Police Museum is owned by City of Vancouver.
How big is Vancouver Police Museum in square feet?,Vancouver Police Museum has approximately 15392 square feet of space.
Where can I find more information about Vancouver Police Museum?,You can learn more at: www.vancouverpolicemuseum.ca?
Is Vancouver Police Museum currently active?,"Yes, Vancouver Police Museum is currently active."
Where is Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) located?,"Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) is located at 843 Seymour St, Vancouver, BC, V6B 3L4."
In which local area is Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) located?,Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) is in the Downtown neighborhood.
What type of cultural space is Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall)?,Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) is categorized as a Theatre/Performance.
What is the primary use of Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall)?,The primary use of Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) is Performance Space.
Who owns Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall)?,Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) is owned by City of Vancouver.
How many seats are available at Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall)?,Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) has 120 seats.
Where can I find more information about Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall)?,You can learn more at: www.vsoschoolofmusic.ca?
Is Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) currently active?,"Yes, Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) is currently active."
Where is Vancouver Tap Dance Society located?,"Vancouver Tap Dance Society is located at 2775 E Hastings St, Vancouver, BC, V5K 1Z8."
In which local area is Vancouver Tap Dance Society located?,Vancouver Tap Dance Society is in the Hastings-Sunrise neighborhood.
What type of cultural space is Vancouver Tap Dance Society?,Vancouver Tap Dance Society is categorized as a Educational.
What is the primary use of Vancouver Tap Dance Society?,The primary use of Vancouver Tap Dance Society is Educational Institution.
Who owns Vancouver Tap Dance Society?,Vancouver Tap Dance Society is owned by Non-Profit.
How big is Vancouver Tap Dance Society in square feet?,Vancouver Tap Dance Society has approximately 1164 square feet of space.
Where can I find more information about Vancouver Tap Dance Society?,You can learn more at: www.vantapdance.com?
Is Vancouver Tap Dance Society currently active?,"Yes, Vancouver Tap Dance Society is currently active."
Where is VIVO Media Arts Centre located?,"VIVO Media Arts Centre is located at 2625 Kaslo St, Vancouver, BC, V5M 3G9."
In which local area is VIVO Media Arts Centre located?,VIVO Media Arts Centre is in the Renfrew-Collingwood neighborhood.
What type of cultural space is VIVO Media Arts Centre?,VIVO Media Arts Centre is categorized as a Studio/Rehearsal.
What is the primary use of VIVO Media Arts Centre?,The primary use of VIVO Media Arts Centre is Film/Recording Studio.
Who owns VIVO Media Arts Centre?,VIVO Media Arts Centre is owned by City of Vancouver.
How big is VIVO Media Arts Centre in square feet?,VIVO Media Arts Centre has approximately 7000 square feet of space.
How many seats are available at VIVO Media Arts Centre?,VIVO Media Arts Centre has 150 seats.
Where can I find more information about VIVO Media Arts Centre?,You can learn more at: www.vivomediaarts.com
Is VIVO Media Arts Centre currently active?,"Yes, VIVO Media Arts Centre is currently active."
Where is Western Front - Artist Studio located?,"Western Front - Artist Studio is located at 303 E 8th Av, Vancouver, BC, V5T 1S1."
In which local area is Western Front - Artist Studio located?,Western Front - Artist Studio is in the Mount Pleasant neighborhood.
What type of cultural space is Western Front - Artist Studio?,Western Front - Artist Studio is categorized as a Studio/Rehearsal.
What is the primary use of Western Front - Artist Studio?,The primary use of Western Front - Artist Studio is Artist Studio.
Who owns Western Front - Artist Studio?,Western Front - Artist Studio is owned by Privately Owned.
Is Western Front - Artist Studio currently active?,"Yes, Western Front - Artist Studio is currently active."
Where is William Clark Studios located?,"William Clark Studios is located at 1310 William St, Vancouver, BC, V5L 2P5."
In which local area is William Clark Studios located?,William Clark Studios is in the Grandview-Woodland neighborhood.
What type of cultural space is William Clark Studios?,William Clark Studios is categorized as a Studio/Rehearsal.
What is the primary use of William Clark Studios?,The primary use of William Clark Studios is Artist Studio.
Who owns William Clark Studios?,William Clark Studios is owned by Privately Owned.
Is William Clark Studios currently active?,"Yes, William Clark Studios is currently active."
Where is Writers' Exchange located?,"Writers' Exchange is located at 881 E Hastings St, Vancouver, BC, V6A 1R8."
In which local area is Writers' Exchange located?,Writers' Exchange is in the Strathcona neighborhood.
What type of cultural space is Writers' Exchange?,Writers' Exchange is categorized as a Studio/Rehearsal.
What is the primary use of Writers' Exchange?,The primary use of Writers' Exchange is Workshop.
Who owns Writers' Exchange?,Writers' Exchange is owned by Privately Owned.
Is Writers' Exchange currently active?,"Yes, Writers' Exchange is currently active."
Where is Yuk Yuk's Comedy Club located?,"Yuk Yuk's Comedy Club is located at 2837 Cambie St, Vancouver, BC, V5Z 3Y8."
In which local area is Yuk Yuk's Comedy Club located?,Yuk Yuk's Comedy Club is in the Fairview neighborhood.
What type of cultural space is Yuk Yuk's Comedy Club?,Yuk Yuk's Comedy Club is categorized as a Theatre/Performance.
What is the primary use of Yuk Yuk's Comedy Club?,The primary use of Yuk Yuk's Comedy Club is Performance Space.
Who owns Yuk Yuk's Comedy Club?,Yuk Yuk's Comedy Club is owned by Privately Owned.
How many seats are available at Yuk Yuk's Comedy Club?,Yuk Yuk's Comedy Club has 150 seats.
Where can I find more information about Yuk Yuk's Comedy Club?,You can learn more at: http://www.yukyuks.com
Is Yuk Yuk's Comedy Club currently active?,"Yes, Yuk Yuk's Comedy Club is currently active."
Where is 222 E Georgia Studios located?,"222 E Georgia Studios is located at 222 E Georgia St, Vancouver, BC, V6A 1Z7."
In which local area is 222 E Georgia Studios located?,222 E Georgia Studios is in the Strathcona neighborhood.
What type of cultural space is 222 E Georgia Studios?,222 E Georgia Studios is categorized as a Studio/Rehearsal.
What is the primary use of 222 E Georgia Studios?,The primary use of 222 E Georgia Studios is Artist Studio.
Who owns 222 E Georgia Studios?,222 E Georgia Studios is owned by Privately Owned.
How big is 222 E Georgia Studios in square feet?,222 E Georgia Studios has approximately 5980 square feet of space.
Where can I find more information about 222 E Georgia Studios?,You can learn more at: http://projectspace.ca/blog/
Is 222 E Georgia Studios currently active?,"Yes, 222 E Georgia Studios is currently active."
Where is Aberthau Mansion /West Point Grey Community Centre located?,"Aberthau Mansion /West Point Grey Community Centre is located at 4397 W 2nd Av, Vancouver, BC, V6R 1K4."
In which local area is Aberthau Mansion /West Point Grey Community Centre located?,Aberthau Mansion /West Point Grey Community Centre is in the West Point Grey neighborhood.
What type of cultural space is Aberthau Mansion /West Point Grey Community Centre?,Aberthau Mansion /West Point Grey Community Centre is categorized as a Community Space.
What is the primary use of Aberthau Mansion /West Point Grey Community Centre?,The primary use of Aberthau Mansion /West Point Grey Community Centre is Community Centre/Hall.
Who owns Aberthau Mansion /West Point Grey Community Centre?,Aberthau Mansion /West Point Grey Community Centre is owned by City of Vancouver.
How big is Aberthau Mansion /West Point Grey Community Centre in square feet?,Aberthau Mansion /West Point Grey Community Centre has approximately 2930 square feet of space.
Is Aberthau Mansion /West Point Grey Community Centre currently active?,"Yes, Aberthau Mansion /West Point Grey Community Centre is currently active."
Where is AHVA Gallery located?,"AHVA Gallery is located at 6398 University Blvd, Vancouver, BC,."
What type of cultural space is AHVA Gallery?,AHVA Gallery is categorized as a Museum/Gallery.
What is the primary use of AHVA Gallery?,The primary use of AHVA Gallery is Museum/Gallery.
Who owns AHVA Gallery?,AHVA Gallery is owned by Other.
How big is AHVA Gallery in square feet?,AHVA Gallery has approximately 1990 square feet of space.
Where can I find more information about AHVA Gallery?,You can learn more at: http://gallery.ahva.ubc.ca/about/
Is AHVA Gallery currently active?,"Yes, AHVA Gallery is currently active."
Where is Alliance Française De Vancouver located?,"Alliance Française De Vancouver is located at 6161 Cambie St, Vancouver, BC, V5Z 3B2."
In which local area is Alliance Française De Vancouver located?,Alliance Française De Vancouver is in the Oakridge neighborhood.
What type of cultural space is Alliance Française De Vancouver?,Alliance Française De Vancouver is categorized as a Community Space.
What is the primary use of Alliance Française De Vancouver?,The primary use of Alliance Française De Vancouver is Community Centre/Hall.
Who owns Alliance Française De Vancouver?,Alliance Française De Vancouver is owned by Privately Owned.
Where can I find more information about Alliance Française De Vancouver?,You can learn more at: http://www.alliancefrancaise.ca/
Is Alliance Française De Vancouver currently active?,"Yes, Alliance Française De Vancouver is currently active."
"Where is Anderson Street Space, The located?","Anderson Street Space, The is located at 1405 Anderson St, Vancouver, BC, V6H 3R5."
"In which local area is Anderson Street Space, The located?","Anderson Street Space, The is in the Fairview neighborhood."
"What type of cultural space is Anderson Street Space, The?","Anderson Street Space, The is categorized as a Studio/Rehearsal."
"What is the primary use of Anderson Street Space, The?","The primary use of Anderson Street Space, The is Rehearsal Studio."
"Who owns Anderson Street Space, The?","Anderson Street Space, The is owned by Privately Owned."
"How big is Anderson Street Space, The in square feet?","Anderson Street Space, The has approximately 400 square feet of space."
"How many seats are available at Anderson Street Space, The?","Anderson Street Space, The has 30 seats."
"Where can I find more information about Anderson Street Space, The?",You can learn more at: www.bocadellupo.com/?
"Is Anderson Street Space, The currently active?","Yes, Anderson Street Space, The is currently active."
