question,answer
What should I do with my household waste?,"In British Columbia, municipalities are responsible for managing household waste, such as garbage, recycling, compost and yard trimmings. Each municipality has different schedules and rules, so it is important to learn about them. For example, many cities and towns have rules about what you can put in the garbage and how much garbage you can put out each week. If you live in an apartment building, there will usually be a dumpster where you can throw out your garbage, as well as bins for recycling, compost and/or yard trimmings. If you live in a house, you will usually need to have separate bins for garbage, recycling, compost and/or yard trimmings. In some communities, the municipality will arrange a regular pick-up. In other communities, you will need to drop off your items at a local facility. It is important that you do not litter (throw garbage on the ground), as it is dangerous for both people and animals. In British Columbia, it is against the law to litter and you could be fined up to $2,000. You can visit your municipality website to learn more about garbage collection and waste recycling in your community. You may also call the Recycling Council of British Columbia (RCBC)’s toll free recycling hotline at 1-800-667-4321 to learn what to do with any type of household waste. For more information: CivicInfoBC: List of Municipalities CivicInfoBC: List of Municipalities Recycling Council of British Columbia: Recycling FAQs Recycling Council of British Columbia: Recycling FAQs"
Do I need to clear the sidewalks after a snowfall?,"In most BC cities, both owners and tenants are responsible to clear the snow and ice from their driveway or walkways within 24 hours after a snow. In most cities in the Metro Vancouver region, residents (owners or occupiers) are required to clear snow from sidewalks around their property before 12 noon after a snowfall. Failure to remove snow and ice may result in fines. Some cities have a “Snow Angel” program that helps residents (i.e. seniors) to remove snow and ice around their property. Visit your municipality’s website to learn more about the bylaws related to snow removal. CivicInfoBC: List of Municipalities CivicInfoBC: List of Municipalitie s"
What types of child care are available?,"Parents who work or go to school may need someone to take care of their children. If you do not have a family member to take care of your children, there are two different kinds of child care available – licensed and unlicensed. Licensed child care includes group child care centres, licensed family daycares, pre-school programs, and out-of-school care. Unlicensed child care includes nannies, babysitters, and unlicensed family daycares. For more information: WelcomeBC: Finding Help Taking Care of Your Children WelcomeBC: Finding Help Taking Care of Your Children Government of British Columbia: ChildCare BC Government of British Columbia: ChildCare BC Government of British Columbia: Parent’s Guide to Selecting and Monitoring Child Care in BC Government of British Columbia: Parent’s Guide to Selecting and Monitoring Child Care in BC Westcoast Child Care Resource Centre: Multilingual Brochures for Parents Westcoast Child Care Resource Centre: Multilingual Brochures for Parents"
How can I find child care in BC?,"The Government of British Columbia has developed a Child Care Programs Map, which lists all government-funded licensed child care facilities in British Columbia. You can also contact the Child Care Resource and Referral office in your community, and they can help you find child care. Your local settlement agency or your child’s school may also be able to provide you with information or referrals. For more information: Child Care Resource and Referral – List of Centres Child Care Resource and Referral – List of Centres Government of British Columbia: Child Care Map Government of British Columbia: Child Care Map"
How much does child care cost in BC?,"In British Columbia, child care can be expensive and the cost varies depending on the age of the child and from provider to provider. The BC government provides different ways to reduce the cost of child care, including direct funding to some child care providers and child care benefits to some families. For more information: Westcoast Child Care Resource Centre: Ministry of Education and Child Care Announcement: Child Care Fee Reduction Initiative Westcoast Child Care Resource Centre: Ministry of Education and Child Care Announcement: Child Care Fee Reduction Initiative"
Is there any financial support available to cover the cost of child care?,"The Affordable Child Care Benefit is a monthly payment made by the BC government to help eligible families with the cost of child care. Factors like income, family, size, and type of care determine how much support families can get. The Canada child benefit is a tax-free monthly payment made to eligible families with children under age 18. It is administered by the Canada Revenue Agency (CRA). For more information: Government of British Columbia: Affordable Child Care Benefit Government of British Columbia: Affordable Child Care Benefit Government of British Columbia: How You Can Benefit Government of British Columbia: How You Can Benefit Government of Canada: The Canada Child Benefit (CCB) Government of Canada: The Canada Child Benefit (CCB)"
What is a pre-school?,"A pre-school is a part-day program that helps young children prepare for school. Many pre-schools serve mixed-age groups and operate within a licensed child care. Others have separate sessions for children who are 3-4 years old. StrongStart and Ready, Set, Learn are located within elementary schools and are free. There are many other pre-schools such as Montessori, CEFA, and parent participation pre-schools that are not free. Most pre-schools run from September to June. For more information: Government of British Columbia: StrongStart BC (birth to age 5) Government of British Columbia: StrongStart BC (birth to age 5) Government of British Columbia Ready, Set, Learn (ages 3-5) Government of British Columbia Ready, Set, Learn (ages 3-5)"
Where can I find information about pre-schools in BC?,You should contact your local settlement agency. They will be able to give you information about pre-schools in your community. For more information: Settlement Services Map Settlement Services Map Government of British Columbia: StrongStartBC (for children who are up to 5 years old) Government of British Columbia: StrongStartBC (for children who are up to 5 years old) Government of British Columbia: ReadySetLearn (for children who are 3 years old) Government of British Columbia: ReadySetLearn (for children who are 3 years old)
How do I enrol my child in pre-school?,"If you would like to enrol your child in a StrongStartBC or ReadySetLearn program, you should contact your local school district. If you would like to enrol your child in an English as a Second Language (ESL) program, you should contact your local settlement agency. For more information: Government of British Columbia: Discover Your School Government of British Columbia: Discover Your School BC K-12 School and District Contact Information BC K-12 School and District Contact Information Settlement Services Map Settlement Services Map Government of British Columbia: StrongStartBC (birth to age 5) Government of British Columbia: StrongStartBC (birth to age 5) Government of British Columbia: Ready, Set, Learn (ages 3-5) Government of British Columbia: Ready, Set, Learn (ages 3-5)"
What is K-12?,K-12 is short for Kindergarten to Grade 12. 
How does the school system work in BC?,"In British Columbia, all children between the ages of 6-16 years must go to school or they can study at home. They can attend a public school, independent (private) school or study at home. Public schools are free in British Columbia, and every child living here is eligible to attend. Independent schools often charge a fee and offer specific religious, language, educational or philosophical approaches. Home Schooling allows students to work with their parents at their own speed to mix life and schoolwork into the family schedule. Online learning is a classroom alternative. It used to be called distributed learning. This means that students are allowed to learn at a distance from their teacher, whether they are at home, school or another learning facility. To graduate and receive a graduation certificate, all students must meet the provincial graduation requirements. For more information: Government of British Columbia: Kindergarten to Grade 12 Government of British Columbia: Kindergarten to Grade 12 Government of British Columbia: Ways to Learn Government of British Columbia: Ways to Learn Government of British Columbia: Online Learning Government of British Columbia: Online Learning Government of British Columbia: Homeschooling Government of British Columbia: Homeschooling Education in Canada: Types of schooling Education in Canada: Types of schooling"
How do I enrol my child in school?,"To enrol your child in public school, contact your local school district. You child will attend the school located in the school catchment area where you live in. To enrol your child in an independent school, contact the school that you would like your child to attend. To enrol your child in Homeschooling or Online Learning, visit the Ministry of Education website. When you enrol your child in school, you will need to show official documents with your child’s date of birth, your resident status in British Columbia, and the address where you live. You will also need to show your child’s immunization record, which is a paper that lists the vaccinations against diseases that your child has received. B.C.’s public K-12 schools accept mid-year admission. However, most private schools only admit students at the beginning of a school year and you must register for Homeschooling by September 30 of each year. For more information: Federation of Independent School Associations British Columbia: Find a School Federation of Independent School Associations British Columbia: Find a School Government of British Columbia: Homeschooling Government of British Columbia: Homeschooling Government of British Columbia: Online Learning Government of British Columbia: Online Learning"
What is the Settlement Workers in Schools (SWIS) program?,The Settlement Workers in Schools (SWIS) Program is a school-based settlement service that helps the children of newcomers and their families to settle in their schools and communities. Most school districts with a considerable immigrant population have a SWIS program. Some SWIS programs are offered through local settlement agencies. You should contact your local school or settlement agency for more information. For more information: NewToBC: Immigrant Programs and Services NewToBC: Immigrant Programs and Services
What English Language Learning (ELL) or English as a Second Language (ESL) supports are available in schools?,Most students who need help learning English will get support in their classroom. Some older students attend both regular classroom programs and English Language Learning (ELL) classes. You should contact your local school for more information.
What French programs are available in schools?,"There are three kinds of French programs available for francophone and non-francophone students in British Columbia. Francophone education programs are designed for students whose first language is French. Instruction for all courses is in French. French immersion programs are designed for non-francophone students to become bilingual. Basic curriculum instruction is provided entirely in French during the first years, with English-language instruction added gradually. Late immersion programs are also available. Core French courses are taught in many schools and help students learn to communicate in French and experience francophone cultures. For more information: Government of British Columbia: French Immersion Program Government of British Columbia: French Immersion Program Conseil scolaire francophone de la Colombie-Brittanique: Find a French-Language School in British Columbia Conseil scolaire francophone de la Colombie-Brittanique: Find a French-Language School in British Columbia"
Can my child continue to learn their native language?,"A few school districts in the Metro Vancouver region offer bilingual programs (English and a non-official language) for elementary and middle school students regardless of their first language. Many secondary schools have a choice of language classes in their curriculum. In order to prepare for undergraduate admission to post-secondary institutions, secondary school students are encouraged to take a language class (other than English). Your child should learn the admission requirements of post-secondary institutions and plan their courses selection starting from grade 9 or grade 10. In some communities, elementary and secondary students may also be able to take classes after school or on Saturdays in different languages. You may have to pay fees for these classes. You should contact your local school for more information."
How do I get information about my children’s school and how my children are doing in school?,"When your child is new to BC’s school, it is important for you to communicate with your child’s school teachers, counsellors and administrators. There are many ways to learn about your child’s school and support your child’s studies, e.g. attending an orientation at the beginning of the school year, subscribing for the school newsletter, attending parent-teacher interviews, reviewing school report cards, participating in school initiatives and volunteering at your child’s school (e.g. school events, at the library and on Parent Advisory Councils). When you have a concern about your child’s education or behaviour at school, you may call or email teachers, counsellors or principals. You may also consult the Settlement Workers at School (SWIS) to learn ways and tips about communication with your child’s school."
What is International Baccalaureate (IB) Program?,"The International Baccalaureate (IB) Program is an internationally renowned program which offers a coordinated curriculum from grade 9 through grade 12 for talented and highly-motivated students. IB is recognized throughout North America as equivalent to first year university courses. Students who achieve well in IB subjects will generally receive university credit for their efforts. Most school districts in BC offer district wide IB programs to their students. It is students’ responsibility to apply for this program. To apply for the IB program, your child needs to submit an application package and write an exam. The application usually opens in December and admission often ends in February of their grade 8 school year. Most school districts offer orientation sessions to grade 8 students and their parents between October and January. If your child is interested in the IB program, your child and you may consider contacting your child’s school for more information. For more information: BC Ministry of Education: International Baccalaureate BC Ministry of Education: International Baccalaureate"
What is Advanced Placement (AP)?,"Advanced Placement is a program that allows students to take courses during high school that can earn them college credit and/or qualify students for more advanced classes when they begin college. Usually secondary students write their selected AP exams during their grade 11 or 12 school year. AP exams are usually scheduled in early May each year and registration for the exams often opens in early March. Although it is not required, students intending to take AP courses often enrol into school based Honour Programs starting from grade 9. To apply for the Honour Program, grade 8 students will have to fill out an application form and write an exam which often takes place in January. Each secondary school has their own selection of AP/Honour courses. You may consult the secondary school in your catchment area for more information. For more information: BC Ministry of Education: Advanced Placement BC Ministry of Education: Advanced Placement"
What is post-secondary education?,"Post-secondary education refers to education beyond high school. It can be completed at different types of post-secondary schools, such as universities, colleges and institutes. Some schools are “recognized”, which means that they can grant degrees, diplomas, certificates or other qualifications. In British Columbia, there are hundreds of public and private post-secondary schools. At public universities, colleges and institutes, the government pays for most of the cost of programs, but students also have to pay some fees. Each post-secondary school and program has different fees. There are usually two main terms of study per year: September to December and January to April. Most schools also offer summer courses. Students can attend class full-time or part-time or study from home by enrolling in an online program. For more information: Immigration, Refugees and Citizenship Canada: Education in Canada: Post-Secondary Education Immigration, Refugees and Citizenship Canada: Education in Canada: Post-Secondary Education Government of British Columbia: Find an Institution Government of British Columbia: F EducationPlannerBC: Your Journey Starts Here EducationPlannerBC: Your Journey Starts Here"
What should I know about public universities in BC?,"There are 11 public universities in British Columbia that offer different types of undergraduate and graduate degree programs in many disciplines and subjects. Some also offer courses and programs in trades, vocational and career technical studies that can lead to a certificate or diploma or help you prepare for other post-secondary studies. For more information: Government of British Columbia: Post-Secondary Education Government of British Columbia: Post-Secondary Education British Columbia Council on Admissions and Transfer: BC Transfer System British Columbia Council on Admissions and Transfer: BC Transfer System"
What should I know about public colleges in BC?,"There are 11 public colleges in British Columbia that that offer programs in trades/apprenticeship, vocational, career, technical, and academic studies (often called university transfer). Colleges also offer developmental programs that help you prepare for post-secondary studies. They offer credentials from certificates, diplomas, associate degrees, and applied undergraduate degrees (called Bachelor degrees). For more information: British Columbia Council on Admissions and Transfer: BC Transfer System British Columbia Council on Admissions and Transfer: BC Transfer System"
What should I know about public institutes in BC?,"There are three public institutes in British Columbia that focus on career, vocational and technical specialties and cover a variety of occupations. They offer credentials from certificates to degrees. One institute has an Aboriginal focus. For more information: British Columbia Council on Admissions and Transfer: BC Post-Secondary System British Columbia Council on Admissions and Transfer: BC Post-Secondary System"
What should I know about private career training institutions in BC?,"There are approximately 320 private career training institutions in British Columbia, with programs ranging from sound and audio technicians to licensed practical nurses to commercial pilots. In British Columbia, any private career training institution offering a program with tuition of $1,000 or more and is 40 hours or longer in duration must register and adhere to basic education standards set by the Private Career Training Institutions Agency (PCTIA). For more information: Government of British Columbia: Private Training Institutions Branch Government of British Columbia: Private Training Institutions B Government of British Columbia: Find an Institution: Private and Out-of-Province Institutions Government of British Columbia: Find an Institution: Private and Out-of-Province Institutions"
How should I prepare to apply for a post-secondary institution during my secondary school years?,"Secondary students usually start their application for post-secondary institutions at the beginning of their grade 12 school year. However, it is very important to consider and plan for their post-secondary education way ahead of grade 12, starting at grade 9. Guided by their post-secondary education goals, students will plan and select their core courses and elective courses, get involved in school and community initiatives, and be engaged in extracurricular activities throughout grade 9 to grade 12. School counsellors at secondary schools are available for students and their parents who need guidance regarding post-secondary education. Most post-secondary institutions offer a wide range of initiatives for grade 9-12 students and their parents to learn about the application and admission processes, including: orientation sessions, workshops, campus tours and open houses. Advisory offices at post-secondary institutions are also approachable throughout the school year."
What is Adult Basic Education (ABE)?,"Adult Basic Education (ABE) refers to education programs for adults who are not ready to enter directly into an academic or career program at the post-secondary level. Adult upgrading programs serve people who have basic literacy needs, did not complete high school or are upgrading so they can go on to post-secondary education and/or training. Adult Special Education (ASE) programs serve people with cognitive disabilities or a combination of learning difficulties that may hinder academic success. English Language Learning (ELL) programs serve newcomers to British Columbia whose first language is not English. For more information: Government of British Columbia: Adult Education Government of British Columbia: Adult Education"
What is continuing education?,Continuing education refers to education programs for adults after they have left the formal education system. These programs consist typically of short or part-time courses offered by post-secondary institutions and school districts in British Columbia. For more information: Government of British Columbia: BC Post-Secondary Education Government of British Columbia: BC Post-Secondary Education Government of British Columbia: BC School & District Contact Information Government of British Columbia: BC School & District Contact Information
What types of English classes are available for immigrants?,"Permanent Residents (PRs) may be eligible to take free English classes in British Columbia. Special pre-school programs can help young children learn English. Elementary and secondary students will learn English at school. Adult immigrants can attend full-time or part-time English classes at a college or public school. These schools may offer free English as a Second Language (ESL) classes or charge fees for classes. The Government of British Columbia may help pay the fees for students with low incomes. Settlement agencies, community groups and churches may provide free or low-cost English classes in some areas. Many private English schools and private tutors also teach English, but they may be more expensive than classes in public schools and colleges. For more information: NewToBC: Immigrant Programs and Services NewToBC: Immigrant Programs and Services Immigration, Refugees and Citizenship Canada: Improving Your English and French Immigration, Refugees and Citizenship Canada: Improving Your English and French Government of British Columbia: Learn English Government of British Columbia: Learn English"
What is the Language Instruction for Newcomers to Canada (LINC) program?,"The Language Instruction for Newcomers to Canada (LINC) program is a free language training program for eligible adult learners that provides basic language skills. In British Columbia, it is generally offered in English, but there are a few institutions that offer the program in French. For more information: NewToBC: Immigrant Programs and Services NewToBC: Immigrant Programs and Services Immigration, Refugees and Citizenship Canada: Language Classes Funded by the Government of Canada Immigration, Refugees and Citizenship Canada: Language Classes Funded by the Government of Canada"
How do I enrol in Language Instruction for Newcomers to Canada (LINC) classes?,"You can take LINC classes if you are a permanent resident or a refugee but not Canadian citizen yet, and 17 years or older. You will need to complete an application form and submit it with a photocopy of your immigration document. You will also need to complete a language assessment test. If you live in Metro Vancouver or Fraser Valley area, you can submit your application to an assessment and referral centre in your community. The next question has information on the assessment and referral centres in your areas. If you live anywhere else in British Columbia, you should contact the school that offers Language Instruction for Newcomers to Canada (LINC) classes in your area. For more information: NewToBC: Immigrant Programs and Services NewToBC: Immigrant Programs and Services Immigration, Refugees and Citizenship Canada: Language classes funded by the Government of Canada Immigration, Refugees and Citizenship Canada: Language classes funded by the Government of Canada"
What is a language assessment centre and where can I find one?,"Language assessment centres provide immigrants with English or French language assessment (testing) for government-funded programs. The assessments are based on the Canadian Language Benchmarks (CLBs), which is the nationally recognized standard for measuring speaking, listening, reading and writing. Language assessment centres can also give information about locations and class schedules of language training programs, enrol you in a government-funded language training program, and provide you with a referral to a government-funded language training program.  For more information: Immigration, Refugees and Citizenship Canada: Find Free Newcomer Services Near You Immigration, Refugees and Citizenship Canada: Find Free Newcomer Services Near You"
What is a Registered Education Savings Plan (RESP)?,"A Registered Education Savings Plan (RESP) is a special education savings account registered with the Government of Canada to help you save for your children’s post-secondary education or training programs. You can open an RESP at many banks and credit unions. The money deposited grows tax-free until it is withdrawn. RESPs can be left open for up to 36 years and used by beneficiaries to pay for full-time or part-time studies in a qualifying college, university, trade school or apprenticeship program. For more information: Canada Revenue Agency: RESPs Canada Revenue Agency: RESPs Government of Canada: Student Aid and Education Planning Government of Canada: Student Aid and Education Planning"
What is a British Columbia Training and Education Savings Grant (BCTESG)?,"The British Columbia Training and Education Savings Grant (BCTESG) is a new program by the Government of British Columbia. If your child is a beneficiary of a Registered Education Savings Plan (RESP) with a participating financial institution, the Government of British Columbia will contribute $1,200 to eligible children through the BCTESG that can be used for post-secondary education or training programs. For more information: Government of British Columbia: BCTESG Government of British Columbia: BCTESG"
What types of financial help can I get for my post-secondary education?,"The Government of British Columbia lends money to many students who need financial help. Some students with low incomes may get help to pay their fees and some of their living expenses. To get this help, students must have lived in British Columbia for 12 months before their program starts. Most post-secondary institutions offer a wide range of scholarships and financial assistance programs to help students meet their financial needs. Contact counsellors at your high school or post-secondary institution for more information and support. For more information: Government of British Columbia: Provincial Scholarships Program Information for Students Government of British Columbia: Provincial Scholarships Program Information for Students StudentAidBC StudentAidBC Government of Canada: Student Aid Government of Canada: Student Aid Scholarships Canada Scholarships Canada"
What money is used in Canada?,"The monetary system in Canada is based on dollars and cents. All of Canada uses the Canadian Dollar (C$ or CAD). Canadian bills or bank notes are commonly available in $5, $10, $20, $50 and $100 denominations. They are brightly coloured, making them easy to tell apart from one another. Canadian coins include the toonie ($2), loonie ($1), quarter ($0.25), dime ($0.10) and nickel ($0.05). In 2014, the Government of Canada stopped making the penny ($0.01), so purchase totals are rounded off to the nearest 5 cents. For more information: Immigration, Refugees and Citizenship Canada: Money Immigration, Refugees and Citizenship Canada: Money Bank of Canada: Currency Converter Bank of Canada: Currency Converter"
How do I choose a bank?,"Before you choose a place to bank, find out what kind of accounts they offer, ask about banking charges and interest on your money, and consider how far it is from where you live or work. Ask family members, friends or colleagues what banks they use and visit different banks online or in-person to find out more. The biggest Canadian banks are Royal Bank of Canada (RBC), TD Canada Trust, Canadian Imperial Bank of Commerce (CIBC), Scotiabank and Bank of Montreal (BMO). There are also many regional banks, credit unions and international banks, such as Vancity, Coast Capital Savings, Citibank and UBS. For more information: Canadian Bankers Association: Banking for Newcomers to Canada Canadian Bankers Association: Banking for Newcomers to Canada Government of Canada: Office of the Superintendent of Financial Institutions: Who we regulate Government of Canada: Office of the Superintendent of Financial Institutions: Who we regulate"
What types of bank accounts are available in Canada?,"A chequing account is used for withdrawals and deposits. Money in a chequing account is easy to use and can be withdrawn using cheques, automated bank machines (ABMs) and electronic debit cards. A savings account is a safe place to keep money for short periods of time. You will earn a small amount of interest on balances that stay in the account. A chequing-savings account pays interest and lets you write cheques. A term deposit usually pays more interest than a savings account, but you have to leave the money in the account for a certain length of time (a term). For more information: Government of Canada: Financial Consumer Agency of Canada: Banking Government of Canada: Financial Consumer Agency of Canada: Banking Canadian Bankers Association: Choosing the Right Bank Account Canadian Bankers Association: Choosing the Right Bank Account "
How do I open a bank account?,"You can open an account at a bank, credit union or trust company. You will need to present two pieces of identification, such as a Canadian driver’s license, Social Insurance Number (SIN) card or Permanent Resident (PR) card. You can use a foreign passport or employee identity card with a photograph as secondary identification. For more information: Canadian Bankers Association: Opening a Bank Account Canadian Bankers Association: Opening a Bank Account"
Can I open a bank account before I arrive to BC?,"Most banks will allow future clients to start their bank account application online before they arrive in BC. Some banks that have branches overseas may allow you to open a bank account, send money and/or apply for a credit card before you leave your home country, but you will need to activate your account when you arrive in BC."
What is a debit card?,"A debit card is a plastic card issued by a financial institution and used to access money from a bank account. You can use a debit card at an automated bank machine (ABM) or a point of sale terminal, such as at the checkout at a grocery store. You will be asked to swipe or insert the card into the terminal and enter a personal identification number (PIN) code on a PIN pad. Your financial institution may set a daily limit on the amount of money that you can withdraw from your account with your debit card. You may be charged a convenience fee or surcharge when you use your debit card to make purchases in stores or withdraw money from an ABM. For more information: Financial Consumer Agency of Canada: Using Debit Cards Financial Consumer Agency of Canada: Using Debit Cards"
How can I bring money into Canada?,"You can bring money into Canada in different forms, such as cash, stocks, bonds, debentures, treasury bills, bank drafts, cheques, traveller’s cheques, money orders or a transfer of funds between your bank and a Canadian bank. When you arrive, you must tell the border official if you are carrying more than C$10,000, or the equivalent in another currency. If you do not declare it, you may need to pay a fine or face other penalties. You are not taxed on the money you bring when you land in Canada as a Permanent Resident (PR). For more information: Canada Border Services Agency: Travelling with CAN$10,000 or more Canada Border Services Agency: Travelling with CAN$10,000 or more"
How do I send money to another country?,"Canadian banks and foreign exchange companies can send money to banks in most countries. You can also mail a money order or draft, which you can get at a bank, foreign exchange company or post office. Check first that the money order or draft can be cashed in the country where you are sending it. For more information: Financial Consumer Agency of Canada: Sending Money to Someone in Another Country Financial Consumer Agency of Canada: Sending Money to Someone in Another Country"
What is a credit card?,"A credit card lets you buy things now and pay for them later. You can get credit cards from banks (e.g. Visa, MasterCard), department stores or gas companies. If you do not pay the full amount of the credit card bill each month, you will have to pay interest. The interest on some credit cards is higher than on others. In British Columbia, most banks will not give you a credit card if you do not have a Canadian credit history. However, if you are a new immigrant, there are some ways that you may be able to get a credit card. For more information: Settlement Org: How Can I Get a Canadian Credit Card with No Canadian Credit History? Settlement Org: How Can I Get a Canadian Credit Card with No Canadian Credit History? Financial Consumer Agency of Canada: Using credit cards wisely Financial Consumer Agency of Canada: Using credit cards wisely"
What is the difference between a loan and a line of credit?,"A loan gives you a large amount of money at once, and you begin paying interest on the total amount immediately, regardless of when you actually use the money. A loan must be repaid with interest on or before a fixed date. A line of credit is a type of loan that lets you borrow money as needed, up to a maximum amount. You are only charged interest on the amount that you use (rather than the total amount), from the day that you withdraw it until the day that you pay it back in full. Interest rates on a line of credit are generally low and the limits are usually high. For more information: Financial Consumer Agency of Canada: Personal Loans Financial Consumer Agency of Canada: Personal Loans"
What is credit history and why is it important?,"A credit-reporting agency will collect information whenever you take out a loan, use a credit card, or take advantage of a “buy now, pay later” offer. They will check whether or not you make your payments on time and how long it takes you to pay back money that you have borrowed. This information becomes part of what is called your credit history. Financial institutions usually check your credit history when deciding whether or not to give you a loan or credit. Landlords may use your credit history to decide whether or not they will rent to you. If your credit history is poor, a lender may refuse to give you a loan or you may have to pay a higher interest rate. In Canada, there are two credit-reporting agencies – Equifax and TransUnion. For more information: Financial Consumer Agency of Canada: Credit Reports and Scores Financial Consumer Agency of Canada: Credit Reports and Scores"
How can I start building a Canadian credit history?,"One of the ways to start building a Canadian credit history is to get a credit card. To maintain a good credit history, you will need to pay your bills in full and on time, including rent, utilities, cable and insurance premiums. For more information: Government of Canada: Financial Consumer Agency of Canada: Improving your credit score Government of Canada: Financial Consumer Agency of Canada: Improving your credit score Government of Canada: Financial Consumer Agency of Canada: Getting you credit report and credit score Government of Canada: Financial Consumer Agency of Canada: Getting you credit report and credit score"
What should I know about credit card fraud?,"Credit card fraud is a growing trend in Canada. You can protect yourself from credit card fraud by keeping your credit cards and credit card numbers secure, being careful when using your credit card online, shredding anything with your credit card number on it, only giving out your credit card number when necessary, reporting suspicious activity immediately, and reviewing your billing statements each month. For more information: Canadian Bankers Association: Learn how to protect yourself from credit card fraud Canadian Bankers Association: Learn how to protect yourself from credit card fraud Government of Canada: Canadian Anti-Fraud Centre: Services and Information Government of Canada: Canadian Anti-Fraud Centre: Services and Information"
What should I know about identify theft?,"Identity theft is a growing trend in Canada. It occurs when someone steals your personal information, such as your name, address, Social Insurance Number (SIN), banking information or credit card information. Thieves are able to use the information they steal to open new bank accounts, order cell phones, take out mortgages on the victim’s property, and buy cars and furniture. For more information: Canadian Anti-Fraud Centre: Identity Theft and Identify Fraud Canadian Anti-Fraud Centre: Identity Theft and Identify Fraud"
What types of savings accounts are available in BC?,"There are different types of savings accounts available in British Columbia. You can save money in a savings account or Tax-Free Savings Account (TFSA). You can also save money for your retirement in a Registered Retirement Savings Plan (RRSP) or for your children’s education in a Registered Education Savings Plan (RESP). With a TFSA, RRSP and RESP, you will not have to pay taxes on the interest that you earn, but there is a maximum amount that can be invested each year. Your financial institution can help you choose the best option. For more information: Government of Canada: Financial Consumer Agency of Canada: Choosing the Right Savings Account Government of Canada: Financial Consumer Agency of Canada: Choosing the Right Savings Account Government of Canada: Tax-Free Savings Account Government of Canada: Tax-Free Savings Account Government of Canada: Registered Retirement Savings Plan Government of Canada: Registered Retirement Savings Plan Government of Canada: Registered Education Savings Plan Government of Canada: Registered Education Savings Plan "
What types of investments are sold in BC?,"There are different types of investments sold by banks and other financial companies in British Columbia. Low-risk investments include Guaranteed Investment Certificates (GICs), treasury bills and government and corporate bonds. High-risk investments include stocks and shares. Mutual funds and exchange-traded funds are also common investment options, but it is important to know what types of investments are included in these options because it will affect the risk level. When considering investments, you should look at the fees that apply because they will have an impact on your return. For more information: BC Securities Commission: Get Started with Investing BC Securities Commission: Get Started with Investing Government of Canada: Financial Consumer Agency of Canada: Basics of Investing Government of Canada: Financial Consumer Agency of Canada: Basics of Investing Canadian Securities Administrators: Investments at a Glance Canadian Securities Administrators: Investments at a Glance"
What is the tax system in Canada?,"In Canada, the federal, provincial/territorial and municipal governments collect money from individuals and businesses to help pay for government programs and services, such as roads, parks, community centres, schools, health care and welfare. Common taxes include income taxes, sales taxes, property taxes and business taxes. For more information: Government of Canada: Canada Revenue Agency: Purpose of Taxes Government of Canada: Canada Revenue Agency: Purpose of Taxes"
What is income tax?,"In Canada, residents must pay income tax on the money that they earn, which is collected by the Canada Revenue Agency. If you have a salary, taxes are taken off automatically throughout the year. If you are self-employed, you will have to pay your income tax in a single payment or in several payments. Each year, you must submit an Income Tax and Benefit Return to tell the government how much you made and how much tax you paid. On this return, you list your taxable income, deductions and tax credits to calculate how much tax you owe. If you paid too much tax, you will get a refund. If you paid too little tax, you will have to pay more. You will also need to file a tax return to qualify for government benefits, such as the Canada Child Tax Benefit, Universal Child Care Benefit and GST Credit. In general, you will want to file a tax return even you don’t have any income. For example, you could claim a GST credit even with no income. For more information: Government of Canada: Canada Revenue Agency: Learn About Your Taxes Government of Canada: Canada Revenue Agency: Learn About Your Taxes Government of BC: Personal Income Tax Government of BC: Personal Income Tax Government of Canada: Canada Revenue Agency: Who has to file an income tax and benefit return? Government of Canada: Canada Revenue Agency: Who has to file an income tax and benefit return?"
How do I file a tax return?,"If you are a resident of British Columbia, you must fill out an income tax form each year and send it to the federal government by April 30. Even if you have no income in Canada, you must still report your income from outside Canada. You must also report and pay tax on any income you receive from investments. If you are self-employed or own a business, you must fill out and send in an income tax form by June 15, but you still have to pay any taxes owing by April 30. You can submit your income tax form in different ways – by mail, phone or online. For more information: Government of Canada: Canada Revenue Agency: Benefits, Credits, and Taxes for Newcomers Government of Canada: Canada Revenue Agency: Benefits, Credits, and Taxes for Newcomers Government of Canada: Canada Revenue Agency: Who has to file an income tax and benefit return? Government of Canada: Canada Revenue Agency: Who has to file an income tax and benefit return?"
Where can I get help with my tax return?,"During March and April, many community and settlement agencies offer free help to newcomers with filling in income tax forms. Contact local settlement agencies for more information. You can also pay someone to help you, such as an accountant or a tax preparation company. For more information: Government of Canada: Canada Revenue Agency: Free Tax Clinics Government of Canada: Canada Revenue Agency: Free Tax Clinics NewToBC: Find Free Volunteer Income Tax Programs in Your Community NewToBC: Find Free Volunteer Income Tax Programs in Your Community"
